No,COL,ANPR,Adelante,CHDW94,No,Video,2026-04-08 13:04:01,Frente de Vehículo,,,No,COL,ANPR,Adelante,CHDW94,No,Video,2026-04-08 13:04:01,Frente de Vehículo
No,CHL,ANPR,Adelante,SCLL41,No,Video,2026-04-08 13:04:02,Frente de Vehículo,,,No,CHL,ANPR,Adelante,SCLL41,No,Video,2026-04-08 13:04:02,Frente de Vehículo
No,CHL,ANPR,Atrás,SPTW75,No,Video,2026-04-08 13:04:03,Cola de Vehículo,,,No,CHL,ANPR,Atrás,SPTW75,No,Video,2026-04-08 13:04:03,Cola de Vehículo
No,CHL,ANPR,Adelante,YP3063,No,Video,2026-04-08 13:04:03,Frente de Vehículo,,,No,CHL,ANPR,Adelante,YP3063,No,Video,2026-04-08 13:04:03,Frente de Vehículo
No,CHL,ANPR,Atrás,STFZ87,No,Video,2026-04-08 13:04:05,Frente de Vehículo,,,No,CHL,ANPR,Atrás,STFZ87,No,Video,2026-04-08 13:04:05,Frente de Vehículo
No,CHL,ANPR,Adelante,TGCH80,No,Video,2026-04-08 13:04:06,Frente de Vehículo,,,No,CHL,ANPR,Adelante,TGCH80,No,Video,2026-04-08 13:04:06,Frente de Vehículo
No,ARG,ANPR,Atrás,PDVS48,No,Video,2026-04-08 13:04:08,Cola de Vehículo,,,No,ARG,ANPR,Atrás,PDVS48,No,Video,2026-04-08 13:04:08,Cola de Vehículo
No,COL,ANPR,Adelante,GVY44,No,Video,2026-04-08 13:04:09,Frente de Vehículo,,,No,COL,ANPR,Adelante,GVY44,No,Video,2026-04-08 13:04:09,Frente de Vehículo
No,URY,ANPR,Atrás,RGDF76,No,Video,2026-04-08 13:04:12,Frente de Vehículo,,,No,URY,ANPR,Atrás,RGDF76,No,Video,2026-04-08 13:04:12,Frente de Vehículo
No,CHL,ANPR,Adelante,JCPS90,No,Video,2026-04-08 13:04:59,Frente de Vehículo,,,No,CHL,ANPR,Adelante,JCPS90,No,Video,2026-04-08 13:04:59,Frente de Vehículo
No,CHL,ANPR,Adelante,SGTR26,No,Video,2026-04-08 13:05:01,Frente de Vehículo,,,No,CHL,ANPR,Adelante,SGTR26,No,Video,2026-04-08 13:05:01,Frente de Vehículo
